,area_type,availability,location,bath,price,bhk,sqft
5803,Super built-up  Area,Ready To Move,Electronic City,2,58.0,2,1070.0
5804,Super built-up  Area,Soon to be Vacated,Raja Rajeshwari Nagar,3,57.6,3,1280.0
5806,Built-up  Area,Soon to be Vacated,Electronic City Phase II,2,29.25,2,1125.0
5807,Super built-up  Area,Ready To Move,Sarjapur  Road,3,122.0,3,1755.0
5809,Super built-up  Area,Soon to be Vacated,Talaghattapura,2,30.43,2,951.0
5810,Built-up  Area,Soon to be Vacated,Electronic City,2,75.0,3,1500.0
5814,Super built-up  Area,Soon to be Vacated,Whitefield,1,50.0,1,905.0
5815,Super built-up  Area,Ready To Move,Hennur Road,3,95.0,3,1685.0
5816,Super built-up  Area,Ready To Move,Somasundara Palya,2,75.0,2,1200.0
5817,Super built-up  Area,Ready To Move,Anandapura,2,42.9,2,1151.0
5820,Built-up  Area,Ready To Move,Kengeri Satellite Town,2,40.0,2,800.0
5821,Built-up  Area,Ready To Move,Chamrajpet,2,162.0,2,1050.0
5822,Super built-up  Area,Ready To Move,Rajiv Nagar,2,46.5,2,1030.0
5823,Super built-up  Area,Ready To Move,Hoodi,2,71.03,2,1257.0
5824,Super built-up  Area,Soon to be Vacated,Whitefield,3,82.0,3,1600.0
5825,Super built-up  Area,Ready To Move,Choodasandra,3,75.0,3,1465.0
5826,Super built-up  Area,Ready To Move,Jakkur,3,111.0,3,1650.0
5827,Super built-up  Area,Ready To Move,Haralur Road,2,46.0,2,1243.0
5828,Built-up  Area,Ready To Move,Yelahanka New Town,1,80.0,2,680.0
5829,Plot  Area,Soon to be Vacated,Whitefield,4,80.0,4,1230.0
5830,Super built-up  Area,Ready To Move,Koramangala,2,82.0,2,1300.0
5831,Built-up  Area,Ready To Move,KR Puram,2,44.5,2,1000.0
5832,Super built-up  Area,Ready To Move,Mahadevpura,2,53.8,2,1146.0
5834,Super built-up  Area,Soon to be Vacated,Indira Nagar,4,312.0,3,2601.0
5837,Super built-up  Area,Ready To Move,Hebbal Kempapura,2,60.0,2,1130.0
5838,Super built-up  Area,Ready To Move,Padmanabhanagar,2,60.0,2,1200.0
5842,Super built-up  Area,Ready To Move,Uttarahalli,2,41.3,2,1180.0
5845,Super built-up  Area,Ready To Move,KR Puram,2,47.0,2,1200.0
5847,Super built-up  Area,Ready To Move,Vidyaranyapura,10,130.0,9,4700.0
5848,Super built-up  Area,Soon to be Vacated,Whitefield,1,32.15,1,630.5
5849,Plot  Area,Ready To Move,Other,2,480.0,3,2400.0
5850,Super built-up  Area,Ready To Move,Haralur Road,2,44.0,2,1027.0
5852,Super built-up  Area,Ready To Move,Jalahalli,4,165.0,3,2384.0
5855,Built-up  Area,Ready To Move,Haralur Road,3,105.0,3,2017.0
5856,Plot  Area,Ready To Move,Other,3,138.0,3,1500.0
5857,Super built-up  Area,Ready To Move,Other,2,43.0,2,700.0
5860,Super built-up  Area,Ready To Move,Kothanur,2,68.5,2,1302.0
5861,Built-up  Area,Soon to be Vacated,Whitefield,1,52.0,1,905.0
5862,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,55.79,2,1303.0
5863,Built-up  Area,Ready To Move,Electronics City Phase 1,3,71.0,3,1350.0
5864,Super built-up  Area,Ready To Move,Gottigere,2,95.0,3,1380.0
5865,Super built-up  Area,Ready To Move,Harlur,3,110.0,3,1620.0
5866,Built-up  Area,Ready To Move,Chandapura,4,250.0,4,4800.0
5870,Built-up  Area,Ready To Move,Other,3,170.0,3,1750.0
5871,Super built-up  Area,Ready To Move,Anekal,3,55.0,3,997.0
5872,Super built-up  Area,Soon to be Vacated,Kothanur,3,111.0,3,1760.0
5873,Super built-up  Area,Ready To Move,Yelahanka,2,75.0,2,1322.0
5874,Plot  Area,Ready To Move,Other,3,99.0,3,1365.0
5875,Super built-up  Area,Ready To Move,Sahakara Nagar,3,125.0,3,1500.0
5877,Super built-up  Area,Ready To Move,Brookefield,2,48.0,2,941.0
5880,Super built-up  Area,Ready To Move,Hennur Road,2,84.18,2,1414.0
5883,Plot  Area,Ready To Move,Kengeri Satellite Town,3,300.0,4,4100.0
5886,Super built-up  Area,Soon to be Vacated,Kanakpura Road,1,38.44,1,712.0
5888,Plot  Area,Ready To Move,Other,4,180.0,3,900.0
5889,Plot  Area,Ready To Move,TC Palaya,2,55.0,2,900.0
5890,Super built-up  Area,Ready To Move,Hebbal,2,49.0,2,1200.0
5891,Super built-up  Area,Ready To Move,Kengeri Satellite Town,1,22.0,1,654.0
5892,Super built-up  Area,Ready To Move,Other,1,55.0,2,708.0
5894,Built-up  Area,Ready To Move,Other,3,135.0,3,1680.0
5896,Super built-up  Area,Ready To Move,Uttarahalli,2,42.0,2,1380.0
5897,Super built-up  Area,Soon to be Vacated,Hebbal,2,62.0,2,1088.0
5899,Built-up  Area,Ready To Move,Other,2,100.0,2,1240.0
5900,Built-up  Area,Ready To Move,Other,3,118.0,3,1810.0
5901,Super built-up  Area,Soon to be Vacated,Other,3,240.0,3,2005.0
5902,Super built-up  Area,Ready To Move,Kothanur,2,58.0,2,1185.0
5906,Built-up  Area,Ready To Move,Sahakara Nagar,2,55.0,2,1100.0
5908,Super built-up  Area,Ready To Move,Sonnenahalli,1,30.715,1,614.5
5909,Built-up  Area,Ready To Move,Other,2,97.0,2,1000.0
5910,Super built-up  Area,Ready To Move,Hegde Nagar,2,49.35,2,1179.0
5916,Super built-up  Area,Ready To Move,JP Nagar,2,110.0,3,1850.0
5918,Super built-up  Area,Ready To Move,Sarjapur  Road,4,338.0,4,4334.0
5921,Super built-up  Area,Ready To Move,Channasandra,2,55.0,2,1160.0
5922,Built-up  Area,Ready To Move,Other,2,45.0,1,1200.0
5925,Super built-up  Area,Ready To Move,Sarakki Nagar,4,338.0,3,2663.0
5927,Super built-up  Area,Ready To Move,JP Nagar,2,45.0,2,1100.0
5930,Super built-up  Area,Ready To Move,Green Glen Layout,3,68.0,3,1630.0
5932,Super built-up  Area,Soon to be Vacated,Kanakpura Road,2,107.0,2,1330.0
5933,Super built-up  Area,Ready To Move,Thanisandra,3,135.0,3,2127.0
5938,Super built-up  Area,Ready To Move,Other,4,400.0,4,2250.0
5939,Plot  Area,Soon to be Vacated,Bannerghatta Road,4,239.0,3,1500.0
5940,Super built-up  Area,Soon to be Vacated,Thanisandra,3,115.89,3,2336.5
5941,Super built-up  Area,Ready To Move,JP Nagar,2,47.88,2,1197.0
5942,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4,225.0,4,1200.0
5947,Super built-up  Area,Soon to be Vacated,Channasandra,2,41.0,2,1050.0
5952,Super built-up  Area,Ready To Move,Thigalarapalya,2,106.0,2,1418.0
5955,Super built-up  Area,Ready To Move,Dodda Nekkundi,2,56.0,2,1148.0
5957,Super built-up  Area,Ready To Move,Kudlu,2,85.0,3,1293.0
5959,Super built-up  Area,Ready To Move,Munnekollal,2,75.0,2,1210.0
5960,Built-up  Area,Ready To Move,HSR Layout,2,69.0,2,1126.0
5961,Built-up  Area,Ready To Move,Sarakki Nagar,4,175.0,3,1840.0
5962,Built-up  Area,Ready To Move,Vidyaranyapura,2,70.0,3,1440.0
5964,Super built-up  Area,Ready To Move,Thanisandra,2,75.0,2,1276.0
5966,Super built-up  Area,Ready To Move,Whitefield,2,83.0,2,1216.0
5967,Super built-up  Area,Soon to be Vacated,Other,1,75.0,1,840.0
5969,Built-up  Area,Ready To Move,Sompura,2,39.0,2,1126.0
5971,Super built-up  Area,Soon to be Vacated,Raja Rajeshwari Nagar,2,65.0,2,1162.0
5973,Super built-up  Area,Soon to be Vacated,Devanahalli,1,34.0,1,658.0
5974,Plot  Area,Ready To Move,Sahakara Nagar,3,250.0,3,1350.0
5975,Super built-up  Area,Ready To Move,Whitefield,3,280.0,3,2500.0
5976,Built-up  Area,Ready To Move,1st Phase JP Nagar,1,63.0,1,839.907117
5977,Built-up  Area,Ready To Move,Chandapura,3,42.0,3,1208.51
5978,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,38.41,2,1133.0
5979,Super built-up  Area,Ready To Move,Other,2,116.0,3,1760.0
5980,Super built-up  Area,Ready To Move,Bisuvanahalli,2,52.0,3,1075.0
5981,Super built-up  Area,Ready To Move,Sarjapur,2,25.38,2,940.0
5982,Super built-up  Area,Ready To Move,Badavala Nagar,2,57.0,2,1145.0
5983,Super built-up  Area,Ready To Move,Bannerghatta Road,2,67.73,2,1302.5
5984,Built-up  Area,Ready To Move,Other,5,550.0,4,3900.0
5985,Super built-up  Area,Ready To Move,Other,5,268.5,4,3317.5
5986,Built-up  Area,Ready To Move,Dasarahalli,2,50.0,2,1300.0
5987,Super built-up  Area,Ready To Move,Malleshwaram,4,326.0,3,2475.0
5988,Super built-up  Area,Ready To Move,6th Phase JP Nagar,3,200.0,3,2040.0
5989,Built-up  Area,Ready To Move,Hosakerehalli,1,150.0,1,1200.0
5990,Plot  Area,Ready To Move,Jigani,4,190.0,4,2420.0
5991,Built-up  Area,Ready To Move,Thubarahalli,2,80.0,2,1216.0
5992,Super built-up  Area,Ready To Move,Tumkur Road,2,110.0,3,1459.0
5995,Super built-up  Area,Soon to be Vacated,Badavala Nagar,2,81.0,2,1274.0
5996,Plot  Area,Ready To Move,Other,1,52.0,2,600.0
5997,Super built-up  Area,Ready To Move,Malleshpalya,2,69.5,3,1430.0
5998,Plot  Area,Ready To Move,Kammanahalli,2,280.0,4,1800.0
6000,Super built-up  Area,Ready To Move,Other,3,160.0,3,1670.0
6001,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,150.0,3,1695.0
6003,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,42.0,2,1060.0
6005,Plot  Area,Ready To Move,Hosa Road,2,50.0,2,880.0
6006,Super built-up  Area,Soon to be Vacated,Jalahalli,2,32.49,2,1083.0
6008,Super built-up  Area,Ready To Move,Doddakallasandra,2,56.99,3,1425.0
6009,Super built-up  Area,Ready To Move,Arekere,2,50.0,2,900.0
6011,Built-up  Area,Soon to be Vacated,Thanisandra,1,34.3,1,693.0
6013,Super built-up  Area,Soon to be Vacated,Electronic City,4,119.0,4,2435.0
6014,Super built-up  Area,Soon to be Vacated,Iblur Village,3,150.0,3,1920.0
6015,Super built-up  Area,Soon to be Vacated,Electronic City,1,47.0,1,630.0
6016,Super built-up  Area,Ready To Move,Bisuvanahalli,2,50.0,3,1075.0
6018,Super built-up  Area,Ready To Move,Nagavarapalya,1,55.0,1,705.0
6019,Super built-up  Area,Soon to be Vacated,Other,2,75.6,3,1200.0
6020,Super built-up  Area,Ready To Move,Mahadevpura,2,62.0,2,1532.0
6021,Super built-up  Area,Ready To Move,Rajiv Nagar,2,93.0,2,1330.0
6022,Plot  Area,Ready To Move,Other,3,210.0,4,1200.0
6024,Super built-up  Area,Ready To Move,Kasavanhalli,2,42.0,2,1105.0
6025,Plot  Area,Ready To Move,1st Phase JP Nagar,2,180.0,2,1566.0
6027,Built-up  Area,Ready To Move,5th Phase JP Nagar,2,62.8,2,1256.0
6030,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,53.0,2,1000.0
6032,Plot  Area,Soon to be Vacated,Other,5,285.0,5,2400.0
6033,Super built-up  Area,Soon to be Vacated,Electronic City Phase II,2,28.88,2,1000.0
6035,Super built-up  Area,Ready To Move,Uttarahalli,2,95.0,3,1737.0
6036,Super built-up  Area,Soon to be Vacated,Electronic City Phase II,2,28.88,2,1000.0
6037,Super built-up  Area,Ready To Move,Other,4,150.0,4,2100.0
6038,Built-up  Area,Ready To Move,Hosakerehalli,6,145.0,8,3600.0
6039,Built-up  Area,Ready To Move,Mysore Road,2,50.0,2,883.0
6040,Super built-up  Area,Ready To Move,Haralur Road,2,46.0,2,1243.0
6041,Super built-up  Area,Ready To Move,BTM Layout,2,75.0,3,1776.0
6044,Plot  Area,Ready To Move,Other,2,120.0,2,600.0
6046,Super built-up  Area,Ready To Move,Harlur,3,135.0,3,1459.0
6047,Super built-up  Area,Soon to be Vacated,Thanisandra,5,135.0,4,2259.0
6048,Built-up  Area,Ready To Move,JP Nagar,4,160.0,7,2700.0
6049,Super built-up  Area,Ready To Move,Gubbalala,2,32.25,2,1008.0
6054,Super built-up  Area,Ready To Move,Rajaji Nagar,2,250.0,3,1800.0
6055,Super built-up  Area,Ready To Move,Rajaji Nagar,4,550.0,4,3100.0
6057,Super built-up  Area,Soon to be Vacated,Yelahanka,1,26.0,1,602.0
6058,Super built-up  Area,Ready To Move,Marathahalli,3,100.0,3,1710.0
6059,Super built-up  Area,Ready To Move,JP Nagar,2,82.0,3,1500.0
6062,Super built-up  Area,Soon to be Vacated,Judicial Layout,2,53.0,3,1100.0
6063,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,49.0,2,1151.0
6065,Super built-up  Area,Ready To Move,Kathriguppe,3,78.3,3,1350.0
6066,Super built-up  Area,Ready To Move,Bannerghatta Road,2,65.0,2,1200.0
6067,Super built-up  Area,Ready To Move,Thanisandra,2,78.0,2,1265.0
6069,Super built-up  Area,Soon to be Vacated,Sarjapur  Road,3,93.5,3,1700.0
6071,Built-up  Area,Ready To Move,Other,4,120.0,4,1550.0
6072,Built-up  Area,Ready To Move,R.T. Nagar,3,125.0,3,1560.0
6074,Super built-up  Area,Ready To Move,Haralur Road,2,46.0,2,1243.0
6075,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4,160.0,4,1200.0
6077,Super built-up  Area,Ready To Move,Doddakallasandra,2,40.39,2,1010.0
6078,Super built-up  Area,Ready To Move,Tumkur Road,3,94.0,3,1416.0
6080,Plot  Area,Ready To Move,Chamrajpet,4,211.0,4,1660.4
6081,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,125.0,3,1680.0
6083,Super built-up  Area,Ready To Move,Kanakpura Road,2,95.0,3,1507.0
6084,Super built-up  Area,Ready To Move,Frazer Town,3,288.0,3,2560.0
6085,Super built-up  Area,Ready To Move,Hennur Road,3,133.0,3,1949.0
6087,Built-up  Area,Soon to be Vacated,Electronic City Phase II,2,28.88,2,1000.0
6089,Super built-up  Area,Ready To Move,Hosakerehalli,3,245.0,3,2480.0
6090,Super built-up  Area,Ready To Move,Other,3,200.0,3,1495.0
6091,Super built-up  Area,Ready To Move,Kaikondrahalli,3,105.0,3,1605.0
6092,Built-up  Area,Ready To Move,Bommanahalli,2,73.0,2,1290.0
6093,Super built-up  Area,Ready To Move,Yelahanka,2,60.0,2,1100.0
6094,Super built-up  Area,Ready To Move,Vishveshwarya Layout,6,92.0,6,2100.0
6097,Super built-up  Area,Ready To Move,Rajaji Nagar,4,598.0,4,3526.0
6100,Super built-up  Area,Ready To Move,Other,1,23.0,1,550.0
6105,Super built-up  Area,Ready To Move,Other,2,75.0,3,1080.0
6107,Super built-up  Area,Soon to be Vacated,Haralur Road,2,90.0,3,1520.0
6108,Super built-up  Area,Ready To Move,Sarjapur  Road,2,55.0,2,1060.0
6109,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,54.35,2,1267.0
6111,Built-up  Area,Ready To Move,Karuna Nagar,3,180.0,3,2500.0
6112,Super built-up  Area,Ready To Move,Bannerghatta Road,2,65.0,2,1240.0
6114,Super built-up  Area,Ready To Move,NGR Layout,2,45.9,2,1019.0
6116,Super built-up  Area,Ready To Move,Other,3,110.0,3,1537.0
6119,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,50.0,2,1100.0
6120,Super built-up  Area,Ready To Move,Other,3,150.0,3,1750.0
6121,Super built-up  Area,Soon to be Vacated,9th Phase JP Nagar,2,71.0,2,1466.0
6124,Super built-up  Area,Soon to be Vacated,Kengeri,1,22.5,1,540.0
6125,Plot  Area,Ready To Move,8th Phase JP Nagar,3,130.0,3,950.0
6126,Built-up  Area,Ready To Move,Other,7,250.0,7,2800.0
6128,Super built-up  Area,Ready To Move,Cunningham Road,3,501.0,3,2880.0
6129,Super built-up  Area,Ready To Move,Hebbal,4,165.0,3,1987.0
6130,Super built-up  Area,Ready To Move,Hoodi,2,75.0,2,1305.0
6131,Built-up  Area,Ready To Move,Sarjapur,3,125.0,4,2100.0
6133,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,49.5,2,1225.0
6134,Super built-up  Area,Ready To Move,Hennur,2,55.5,2,1255.0
6135,Super built-up  Area,Ready To Move,Other,2,90.0,2,1191.0
6136,Plot  Area,Ready To Move,Uttarahalli,6,303.0,6,3600.0
6141,Super built-up  Area,Soon to be Vacated,Hennur Road,2,89.0,2,1232.0
6142,Super built-up  Area,Soon to be Vacated,Thanisandra,3,85.73,3,1732.0
6143,Super built-up  Area,Ready To Move,Yelahanka,2,100.0,3,1614.0
6144,Built-up  Area,Ready To Move,Magadi Road,1,22.0,2,600.0
6145,Super built-up  Area,Ready To Move,Thigalarapalya,4,155.0,3,2072.0
6150,Plot  Area,Ready To Move,Marsur,3,150.0,3,1200.0
6151,Super built-up  Area,Ready To Move,Other,5,250.0,4,2849.0
6153,Super built-up  Area,Ready To Move,Whitefield,2,75.0,2,1216.0
6154,Super built-up  Area,Ready To Move,Lingadheeranahalli,4,154.0,4,2245.0
6155,Super built-up  Area,Soon to be Vacated,Bannerghatta Road,3,125.0,3,1476.0
6156,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,130.0,3,1852.0
6159,Super built-up  Area,Soon to be Vacated,Jakkur,4,160.0,3,2423.0
6160,Super built-up  Area,Soon to be Vacated,Marathahalli,2,90.0,2,1152.0
6161,Super built-up  Area,Ready To Move,Harlur,3,133.0,3,1762.0
6162,Plot  Area,Ready To Move,Kammasandra,3,92.0,3,1400.0
6163,Super built-up  Area,Ready To Move,Rachenahalli,2,74.4,3,1530.0
6164,Plot  Area,Ready To Move,Other,6,400.0,6,2400.0
6165,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,40.17,2,1185.0
6166,Super built-up  Area,Soon to be Vacated,Yelahanka,3,108.0,3,1890.0
6167,Super built-up  Area,Ready To Move,Varthur Road,2,58.0,3,1247.0
6170,Super built-up  Area,Ready To Move,Bellandur,2,59.99,2,1201.0
6172,Built-up  Area,Soon to be Vacated,Electronic City Phase II,2,30.29,2,1165.0
6173,Super built-up  Area,Ready To Move,Bommanahalli,1,55.0,2,1100.0
6174,Built-up  Area,Ready To Move,9th Phase JP Nagar,2,93.0,3,1890.0
6177,Super built-up  Area,Ready To Move,Battarahalli,2,43.0,2,1165.0
6180,Plot  Area,Ready To Move,Uttarahalli,4,179.0,4,1200.0
6181,Built-up  Area,Ready To Move,Electronics City Phase 1,1,26.0,1,635.0
6182,Built-up  Area,Ready To Move,Whitefield,4,380.0,4,4000.0
6185,Super built-up  Area,Soon to be Vacated,Jakkur,3,168.0,3,1819.18
6186,Plot  Area,Ready To Move,Kanakapura,3,125.0,3,1500.0
6188,Super built-up  Area,Ready To Move,Benson Town,4,470.0,3,2850.0
6191,Super built-up  Area,Soon to be Vacated,Bommasandra,2,40.89,2,1020.0
6193,Super built-up  Area,Soon to be Vacated,Talaghattapura,3,135.0,3,1856.0
6197,Built-up  Area,Ready To Move,Haralur Road,2,60.0,2,1300.0
6199,Super built-up  Area,Ready To Move,Bellandur,2,65.0,2,1325.0
6202,Built-up  Area,Ready To Move,Ramamurthy Nagar,2,33.0,2,700.0
6203,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,135.0,3,1675.0
6205,Super built-up  Area,Soon to be Vacated,Kodihalli,5,388.0,4,3260.0
6207,Built-up  Area,Ready To Move,Uttarahalli,2,45.0,2,1160.0
6209,Super built-up  Area,Ready To Move,Sahakara Nagar,3,149.0,3,1914.0
6210,Super built-up  Area,Ready To Move,BTM Layout,3,79.0,3,1458.0
6212,Built-up  Area,Ready To Move,Babusapalaya,2,40.0,2,1105.0
6215,Super built-up  Area,Ready To Move,Akshaya Nagar,3,90.0,3,1662.0
6216,Super built-up  Area,Ready To Move,Yelahanka,3,86.0,3,1556.0
6217,Super built-up  Area,Ready To Move,Jigani,2,50.0,2,918.0
6218,Super built-up  Area,Ready To Move,Sarjapur  Road,2,98.0,3,1455.0
6220,Super built-up  Area,Ready To Move,BEML Layout,2,65.0,2,1194.0
6221,Plot  Area,Ready To Move,Laggere,2,75.0,2,1200.0
6224,Super built-up  Area,Ready To Move,Subramanyapura,2,56.0,2,929.0
6226,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,39.33,2,1035.0
6228,Super built-up  Area,Soon to be Vacated,Channasandra,2,40.47,2,1065.0
6229,Super built-up  Area,Soon to be Vacated,Bannerghatta Road,3,84.29,3,1532.5
6232,Super built-up  Area,Soon to be Vacated,Hormavu,2,32.78,2,1093.0
6233,Built-up  Area,Ready To Move,Anandapura,2,45.0,2,1250.0
6234,Super built-up  Area,Ready To Move,Marathahalli,3,105.0,3,1680.0
6235,Super built-up  Area,Ready To Move,Nagarbhavi,2,50.0,2,1146.0
6239,Super built-up  Area,Ready To Move,Gottigere,2,62.0,3,1435.0
6240,Super built-up  Area,Soon to be Vacated,Devanahalli,1,26.91,1,658.0
6243,Super built-up  Area,Ready To Move,Marathahalli,3,119.0,3,1910.0
6244,Super built-up  Area,Ready To Move,Yelahanka,4,85.0,3,1610.0
6245,Super built-up  Area,Ready To Move,Hulimavu,2,65.0,2,1127.0
6247,Super built-up  Area,Ready To Move,Mysore Road,2,51.0,2,1155.0
6250,Plot  Area,Soon to be Vacated,Other,4,160.0,3,2200.0
6251,Built-up  Area,Ready To Move,Billekahalli,3,150.0,3,2400.0
6252,Super built-up  Area,Ready To Move,Chandapura,2,29.5,2,876.0
6254,Super built-up  Area,Soon to be Vacated,Kadugodi,2,83.0,2,1314.0
6255,Super built-up  Area,Soon to be Vacated,Rachenahalli,1,39.8,1,690.0
6256,Built-up  Area,Ready To Move,Electronic City Phase II,4,167.5,4,3550.0
6258,Super built-up  Area,Soon to be Vacated,Bommasandra,2,37.2,2,920.0
6259,Built-up  Area,Ready To Move,Sarjapur  Road,3,140.0,3,1850.0
6260,Super built-up  Area,Ready To Move,Electronic City,2,60.0,2,1073.0
6263,Super built-up  Area,Ready To Move,Kalyan nagar,2,65.0,2,1198.0
6265,Super built-up  Area,Ready To Move,Other,3,155.0,3,1900.0
6266,Built-up  Area,Ready To Move,Ramagondanahalli,3,142.0,3,1910.0
6267,Super built-up  Area,Ready To Move,Mysore Road,2,43.0,2,1003.0
6271,Plot  Area,Ready To Move,Sarakki Nagar,4,358.0,4,2400.0
6272,Plot  Area,Ready To Move,Other,1,95.0,2,1200.0
6274,Plot  Area,Soon to be Vacated,Other,5,972.0,7,5400.0
6276,Super built-up  Area,Soon to be Vacated,Hosur Road,3,103.0,3,1689.0
6277,Super built-up  Area,Ready To Move,Electronic City Phase II,2,53.0,2,1031.0
6282,Plot  Area,Ready To Move,Other,4,225.0,4,1350.0
6284,Super built-up  Area,Ready To Move,Hennur Road,2,77.88,3,1250.0
6285,Super built-up  Area,Soon to be Vacated,Other,2,110.0,2,1100.0
6288,Super built-up  Area,Soon to be Vacated,Electronic City,2,78.0,3,1500.0
6289,Built-up  Area,Ready To Move,Other,3,155.0,3,1942.0
6290,Super built-up  Area,Soon to be Vacated,Haralur Road,3,130.0,3,1985.0
6291,Super built-up  Area,Soon to be Vacated,Sarjapur  Road,1,39.9,1,950.0
6292,Plot  Area,Ready To Move,Other,4,80.0,3,1200.0
6293,Super built-up  Area,Ready To Move,Green Glen Layout,3,105.0,3,1752.0
6294,Plot  Area,Ready To Move,Abbigere,3,120.0,4,1200.0
6296,Super built-up  Area,Ready To Move,Old Madras Road,2,84.0,3,1480.0
6298,Super built-up  Area,Ready To Move,Sarjapur  Road,3,130.0,3,1826.0
6299,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,39.33,2,1035.0
6301,Built-up  Area,Ready To Move,Kasavanhalli,3,92.0,3,1667.0
6302,Super built-up  Area,Ready To Move,Thanisandra,2,55.0,2,934.0
6303,Built-up  Area,Ready To Move,JP Nagar,3,69.34,3,909.872467
6306,Built-up  Area,Ready To Move,Hosur Road,5,180.0,5,3600.0
6307,Super built-up  Area,Soon to be Vacated,Uttarahalli,2,60.0,3,1280.0
6314,Super built-up  Area,Ready To Move,Other,3,90.0,3,1515.0
6315,Super built-up  Area,Ready To Move,Thigalarapalya,4,150.0,3,1830.0
6317,Built-up  Area,Ready To Move,BTM Layout,2,51.5,2,935.0
6318,Super built-up  Area,Soon to be Vacated,Jakkur,3,136.0,3,2197.0
6322,Super built-up  Area,Ready To Move,Jakkur,2,65.0,2,1125.0
6324,Super built-up  Area,Ready To Move,Thubarahalli,2,79.0,2,1200.0
6327,Super built-up  Area,Soon to be Vacated,Seegehalli,2,27.0,2,920.0
